order_id,customer_id,order_date,product_id,quantity,order_status,discount
60,527,2018-02-21,198,3,Returned,0.28
61,342,2018-04-18,231,1,Returned,0.29
62,577,2021-06-27,241,1,Returned,0.25
63,850,2020-05-26,66,2,Shipped,0.15
64,307,2021-01-02,429,3,Returned,0.11
65,292,2020-08-28,158,2,Returned,0.03
66,652,2021-05-15,238,3,Returned,0.2
67,498,2018-05-25,355,1,Returned,0.09
68,882,2022-03-04,278,2,Shipped,0.23
69,118,2020-11-04,499,1,Returned,0.26
70,445,2021-11-26,411,3,Cancelled,0.03
71,676,2018-01-19,301,2,Returned,0.12
72,300,2022-04-05,375,3,Shipped,0.27
73,384,2022-02-16,292,3,Cancelled,0.26
74,273,2019-11-12,476,1,Shipped,0.18
75,572,2022-07-03,231,3,Shipped,0.21
76,246,2020-09-26,241,3,Shipped,0.05
77,466,2018-01-07,430,1,Shipped,0.09
78,453,2020-06-23,362,3,Shipped,0.28
79,553,2022-08-12,169,2,Shipped,0.17
80,528,2019-04-28,368,2,Returned,0.15
81,9,2020-06-10,400,4,Cancelled,0.17
82,216,2019-06-08,137,1,Shipped,0.09
83,55,2020-04-17,325,3,Returned,0.18
84,402,2019-04-27,344,1,Shipped,0.04
85,476,2018-08-27,467,2,Shipped,0.08
86,250,2022-05-23,391,3,Returned,0.16
87,130,2022-05-29,460,2,Returned,0
88,226,2022-12-16,7,2,Shipped,0.04
89,553,2020-10-28,1,3,Shipped,0.28
90,216,2022-08-25,409,1,Returned,0.06
91,241,2018-02-10,427,3,Cancelled,0.01
92,506,2022-05-01,207,3,Cancelled,0.06
93,52,2022-09-21,273,1,Cancelled,0.04
94,690,2018-03-06,71,3,Shipped,0.21
95,526,2022-10-29,259,3,Shipped,0.21
96,445,2021-12-13,124,1,Cancelled,0.26
97,179,2022-05-06,92,1,Shipped,0.24
98,19,2021-10-02,453,1,Cancelled,0.26
99,344,2019-06-30,207,1,Shipped,0.29
100,436,2020-08-13,212,4,Returned,0.15
101,107,2018-09-24,35,1,Shipped,0.2
102,288,2021-08-05,372,2,Returned,0.09
103,906,2019-08-09,439,2,Returned,0.19
104,782,2022-03-15,83,2,Returned,0.1
105,255,2021-01-03,74,2,Shipped,0.26
106,850,2022-09-08,256,3,Cancelled,0.12
107,586,2022-09-12,127,1,Returned,0.29
108,415,2018-04-18,394,2,Cancelled,0.07
109,22,2019-04-13,303,1,Shipped,0.02
110,842,2018-08-12,399,2,Cancelled,0.24
111,774,2022-06-21,393,1,Returned,0.02
112,701,2022-01-18,413,3,Returned,0.19
113,185,2019-08-30,193,2,Shipped,0.26
114,45,2020-05-06,131,3,Returned,0.14
115,265,2018-01-23,359,3,Shipped,0.08
116,184,2021-07-22,368,4,Shipped,0.22
117,898,2022-12-25,120,4,Returned,0.17
118,624,2019-01-10,439,4,Returned,0.03
119,889,2018-10-16,399,2,Shipped,0.19
120,469,2018-04-15,266,4,Cancelled,0.24
121,128,2019-04-07,282,4,Shipped,0.24
122,472,2019-03-11,358,4,Cancelled,0.02
123,20,2020-05-20,263,3,Returned,0
124,729,2019-11-27,312,1,Shipped,0.29
125,490,2020-06-02,260,1,Returned,0.07
126,832,2022-10-02,141,2,Shipped,0.14
127,757,2019-03-01,190,2,Cancelled,0.23
128,962,2020-02-17,30,4,Returned,0.24
129,358,2021-08-28,378,4,Shipped,0.16
130,298,2020-01-29,43,1,Returned,0.15
131,349,2020-05-10,265,2,Shipped,0.23
132,931,2021-04-09,395,2,Shipped,0.07
133,369,2020-03-30,357,1,Shipped,0.03
134,991,2020-08-26,3,2,Returned,0.28
135,459,2021-07-06,125,1,Shipped,0.26
136,183,2022-09-19,394,4,Returned,0.16
137,815,2019-10-06,72,2,Cancelled,0.22
138,917,2020-05-02,258,1,Shipped,0.02
139,597,2020-04-07,126,4,Cancelled,0.14
140,629,2022-08-11,128,1,Returned,0.12
141,125,2021-07-08,320,4,Returned,0
142,447,2020-08-01,200,3,Cancelled,0.04
143,761,2020-02-10,63,2,Returned,0.13
144,430,2020-02-17,53,2,Cancelled,0.04
145,919,2021-09-29,232,4,Shipped,0.08
146,185,2021-03-29,382,4,Cancelled,0.09
147,677,2021-05-12,276,3,Cancelled,0.06
148,939,2018-05-07,193,3,Cancelled,0.18
149,357,2019-12-09,312,3,Cancelled,0.16
150,111,2021-05-08,78,4,Shipped,0.27
151,253,2022-07-23,64,1,Returned,0.29
152,920,2022-10-22,238,2,Returned,0.15
153,867,2022-01-29,277,2,Returned,0.23
154,96,2020-04-05,460,3,Shipped,0.12
155,174,2022-02-01,405,1,Returned,0.23
156,841,2019-04-11,14,1,Returned,0.19
157,367,2018-09-29,397,4,Shipped,0.18
158,15,2019-06-14,204,1,Returned,0.16
159,171,2018-03-10,287,3,Shipped,0.14
160,603,2020-10-09,426,4,Returned,0.3
161,667,2021-03-06,457,1,Shipped,0.13
162,306,2018-05-30,162,1,Shipped,0.14
163,666,2018-01-27,481,3,Cancelled,0.04
164,828,2018-03-22,270,4,Returned,0.13
165,336,2019-02-13,224,2,Returned,0.07
166,193,2021-06-19,255,3,Returned,0.05
167,133,2019-02-24,484,3,Returned,0.03
168,945,2022-10-27,479,2,Returned,0.26
169,990,2020-11-11,351,1,Returned,0.07
170,185,2021-11-25,319,2,Returned,0.16
171,591,2019-07-06,37,4,Shipped,0.29
172,780,2020-05-05,220,3,Returned,0.11
173,507,2019-09-11,276,2,Returned,0.18
174,661,2021-03-02,131,2,Returned,0.07
175,334,2021-01-20,2,1,Cancelled,0.03
176,916,2021-03-06,360,3,Returned,0.07
177,186,2019-11-16,474,4,Returned,0.18
178,161,2018-02-04,170,2,Returned,0.05
179,587,2021-01-10,489,1,Cancelled,0.2
180,215,2020-11-15,58,3,Cancelled,0.06
181,935,2020-07-25,232,1,Cancelled,0.07
182,377,2020-06-22,425,4,Shipped,0.11
183,695,2022-09-23,485,2,Cancelled,0.24
184,739,2021-11-16,252,3,Returned,0.29
185,887,2021-04-08,119,4,Returned,0.02
186,818,2022-10-23,233,2,Cancelled,0.19
187,647,2018-01-13,486,2,Shipped,0.27
188,430,2022-05-16,177,2,Returned,0.01
189,151,2018-06-19,394,2,Shipped,0.09
190,339,2018-06-17,231,4,Shipped,0.09
191,638,2021-10-27,43,1,Cancelled,0.25
192,565,2021-03-02,155,4,Returned,0.06
193,795,2022-03-04,419,2,Cancelled,0.29
194,52,2020-12-09,93,4,Cancelled,0.01
195,684,2018-10-25,385,1,Returned,0.12
196,264,2022-01-23,416,4,Shipped,0.23
197,99,2021-11-17,409,3,Shipped,0.17
198,653,2018-05-24,278,2,Returned,0.18
199,114,2019-09-12,104,3,Shipped,0.23
200,257,2022-02-25,316,3,Cancelled,0.19
201,400,2018-12-30,212,3,Shipped,0.03
202,214,2018-09-03,345,1,Returned,0.16
203,160,2021-09-29,180,4,Shipped,0.15
204,471,2019-01-02,486,1,Shipped,0.21
205,392,2018-07-27,216,4,Returned,0.27
206,87,2019-05-06,461,3,Shipped,0.03
207,597,2022-10-15,322,1,Cancelled,0.22
208,402,2022-02-05,99,2,Shipped,0.13
209,32,2018-07-07,359,2,Cancelled,0.16
210,589,2018-10-14,120,4,Shipped,0.1
211,170,2018-06-03,284,3,Returned,0.17
212,41,2018-11-25,382,3,Returned,0.04
213,567,2021-10-20,198,2,Returned,0.1
214,616,2021-10-24,235,4,Shipped,0.26
215,386,2021-03-10,468,3,Returned,0.19
216,806,2019-08-06,93,3,Cancelled,0.07
217,947,2021-05-29,16,3,Returned,0.18
218,23,2019-03-24,291,2,Shipped,0.07
219,911,2022-09-12,459,1,Returned,0.17
220,540,2020-04-13,392,3,Shipped,0.16
221,286,2020-05-14,229,4,Cancelled,0.08
222,955,2021-04-29,346,4,Shipped,0.25
223,353,2019-08-08,11,1,Shipped,0.18
224,348,2019-10-13,178,2,Returned,0.12
225,366,2018-02-14,169,4,Shipped,0.12
226,109,2018-08-11,150,3,Cancelled,0.18
227,600,2020-08-24,347,3,Shipped,0.24
228,873,2018-03-05,387,1,Cancelled,0.05
229,937,2022-03-28,84,1,Cancelled,0.05
230,841,2018-08-26,287,4,Shipped,0.03
231,612,2018-01-08,70,3,Cancelled,0.19
232,36,2022-06-28,310,1,Shipped,0.14
233,258,2021-03-29,335,1,Returned,0.16
234,529,2022-01-17,310,1,Cancelled,0.21
235,240,2020-04-21,312,1,Shipped,0.28
236,636,2021-04-01,200,1,Shipped,0.17
237,370,2020-07-09,307,1,Returned,0.27
238,617,2019-09-03,103,4,Returned,0.16
239,74,2019-12-02,473,3,Shipped,0.01
240,993,2019-10-18,313,4,Returned,0
241,522,2020-12-15,173,4,Returned,0
242,886,2021-01-07,474,3,Returned,0.2
243,827,2021-04-15,433,2,Returned,0.04
244,170,2021-11-03,329,4,Shipped,0.21
245,890,2022-03-11,360,1,Returned,0
246,321,2018-12-31,487,1,Returned,0.17
247,8,2022-03-08,449,3,Returned,0.22
248,201,2019-05-22,331,2,Returned,0.06
249,591,2018-10-11,404,2,Shipped,0.23
250,311,2020-07-25,98,2,Shipped,0.12
251,27,2022-09-01,241,3,Returned,0.02
252,846,2019-01-06,71,2,Cancelled,0.12
253,152,2018-01-12,319,2,Cancelled,0.01
254,149,2020-08-13,233,3,Shipped,0.28
255,876,2021-12-24,402,3,Cancelled,0.14
256,228,2021-12-09,363,2,Shipped,0.07
257,151,2021-11-06,169,3,Returned,0.07
258,532,2018-07-18,351,2,Returned,0.05
259,752,2022-07-22,360,1,Returned,0.18
260,846,2021-11-13,25,3,Returned,0.26
261,304,2018-01-18,397,3,Cancelled,0.27
262,624,2022-11-03,333,1,Cancelled,0.15
263,712,2021-07-14,135,1,Cancelled,0.18
264,910,2020-03-21,22,4,Cancelled,0.16
265,668,2022-01-28,76,3,Cancelled,0.1
266,769,2019-12-04,201,4,Shipped,0.26
267,756,2018-07-07,241,2,Shipped,0.17
268,743,2021-03-03,460,1,Returned,0.01
269,64,2019-07-08,498,1,Shipped,0.27
270,915,2018-12-28,228,2,Returned,0.11
271,152,2020-08-06,13,1,Returned,0.2
272,689,2022-04-02,254,3,Shipped,0.11
273,986,2019-12-05,405,3,Shipped,0.02
274,607,2019-11-08,480,2,Shipped,0.12
275,823,2019-04-08,53,4,Cancelled,0.21
276,471,2021-06-02,432,4,Cancelled,0.11
277,417,2018-10-23,80,2,Returned,0.17
278,89,2021-01-26,279,1,Shipped,0.2
279,203,2021-04-28,168,3,Returned,0.29
280,648,2021-06-14,482,3,Cancelled,0.1
281,709,2018-06-19,471,4,Shipped,0.22
282,811,2018-03-28,398,2,Returned,0.19
283,14,2022-04-08,258,3,Shipped,0.2
284,742,2018-09-13,464,3,Returned,0.13
285,948,2020-02-19,86,2,Shipped,0.3
286,605,2021-11-08,235,3,Returned,0.27
287,290,2020-06-27,372,3,Shipped,0.09
288,180,2021-05-26,456,4,Cancelled,0.2
289,787,2020-03-05,104,3,Shipped,0.14
290,301,2020-06-11,184,3,Cancelled,0.19
291,440,2019-08-30,157,3,Returned,0.2
292,366,2021-03-17,415,2,Returned,0.14
293,605,2021-10-22,94,4,Cancelled,0.06
294,414,2018-06-19,23,3,Returned,0.13
295,83,2020-05-03,258,4,Shipped,0.24
296,439,2019-12-05,393,4,Shipped,0.07
297,750,2019-07-14,487,1,Cancelled,0
298,293,2019-03-28,216,1,Cancelled,0.06
299,307,2019-12-19,102,2,Returned,0.19
300,29,2018-10-09,257,4,Cancelled,0.2
301,660,2018-03-27,265,2,Shipped,0.06
302,680,2019-07-04,128,4,Shipped,0.23
303,421,2019-12-29,263,4,Returned,0.02
304,288,2020-08-08,124,3,Returned,0.26
305,552,2020-07-06,448,3,Returned,0
306,458,2018-09-04,59,4,Cancelled,0.09
307,288,2021-12-19,468,3,Returned,0.16
308,867,2021-01-29,195,2,Returned,0.15
309,875,2018-09-12,36,3,Cancelled,0.09
310,225,2021-01-09,372,2,Shipped,0.16
311,790,2021-12-01,197,1,Shipped,0.21
312,54,2018-11-13,204,1,Shipped,0.15
313,94,2019-04-12,192,3,Shipped,0.18
314,17,2022-11-05,188,2,Cancelled,0.01
315,30,2022-07-31,417,2,Shipped,0.07
316,668,2020-12-14,200,1,Returned,0.08
317,878,2022-06-02,275,2,Shipped,0.12
318,913,2018-09-18,82,1,Shipped,0.07
319,342,2021-04-14,410,4,Returned,0.09
320,634,2018-06-14,476,1,Cancelled,0.12
321,90,2019-03-29,480,1,Cancelled,0.16
322,327,2021-11-26,237,4,Shipped,0.19
323,549,2020-05-26,427,1,Cancelled,0.26
324,800,2018-07-14,254,4,Returned,0.13
325,373,2020-01-08,38,3,Shipped,0.08
326,303,2020-01-07,338,1,Cancelled,0.23
327,524,2020-03-15,68,1,Returned,0.04
328,182,2022-05-29,277,4,Shipped,0.21
329,113,2021-06-09,41,4,Shipped,0.11
330,948,2020-01-05,152,4,Returned,0.11
331,31,2022-11-27,300,2,Shipped,0.17
332,681,2018-07-22,223,2,Returned,0.22
333,496,2022-05-01,391,2,Shipped,0.26
334,605,2019-01-02,176,1,Cancelled,0.04
335,109,2018-04-19,396,4,Returned,0.05
336,726,2022-02-07,131,4,Shipped,0.27
337,463,2022-12-11,131,1,Cancelled,0.14
338,103,2018-09-15,34,2,Cancelled,0.18
339,521,2020-01-12,167,2,Returned,0.09
340,380,2020-12-23,97,1,Cancelled,0.25
341,569,2021-01-05,472,4,Cancelled,0.3
342,787,2018-11-25,307,3,Returned,0.11
343,688,2021-07-15,25,4,Shipped,0.02
344,939,2018-07-07,411,3,Shipped,0.05
345,495,2018-10-04,168,3,Cancelled,0.28
346,239,2022-08-15,289,4,Cancelled,0.11
347,395,2019-07-25,52,1,Cancelled,0.11
348,398,2019-11-26,397,1,Returned,0.22
349,2,2021-10-18,475,3,Cancelled,0.11
350,675,2020-07-17,277,4,Cancelled,0.26
351,544,2020-09-19,6,2,Returned,0.25
352,432,2022-04-12,300,3,Returned,0.1
353,146,2020-02-08,268,4,Shipped,0.11
354,56,2019-07-21,309,4,Cancelled,0.22
355,987,2022-03-30,257,3,Returned,0.3
356,892,2021-09-27,455,4,Cancelled,0.23
357,990,2019-06-18,18,1,Shipped,0.16
358,222,2019-03-11,124,2,Returned,0.27
359,164,2019-12-02,48,1,Shipped,0.15
360,403,2018-11-11,258,4,Cancelled,0.03
361,179,2021-10-15,144,4,Cancelled,0.18
362,590,2018-10-07,58,4,Returned,0
363,20,2018-10-25,110,1,Shipped,0.19
364,732,2021-11-20,54,2,Shipped,0.2
365,718,2022-12-26,94,3,Shipped,0.27
366,539,2019-10-10,175,2,Returned,0.1
367,40,2018-01-23,343,2,Shipped,0.2
368,154,2018-11-16,334,2,Returned,0.1
369,874,2018-02-08,83,4,Cancelled,0.06
370,950,2018-05-21,167,3,Shipped,0.27
371,131,2020-07-28,164,3,Cancelled,0.24
372,684,2019-05-17,10,3,Shipped,0.14
373,244,2022-11-07,105,3,Returned,0.1
374,893,2021-09-05,396,2,Shipped,0.24
375,609,2022-07-28,494,3,Returned,0.28
376,226,2018-10-31,451,3,Shipped,0.29
377,902,2022-03-07,372,1,Returned,0.12
378,97,2020-12-15,227,2,Cancelled,0.13
379,749,2022-10-20,157,1,Cancelled,0.3
380,730,2018-12-20,394,2,Shipped,0.29
381,518,2020-07-13,22,3,Returned,0.01
382,631,2021-03-31,222,1,Shipped,0.27
383,311,2022-09-18,346,2,Returned,0.27
384,956,2019-02-07,355,1,Cancelled,0.09
385,409,2020-09-19,97,3,Shipped,0.07
386,71,2019-03-26,373,2,Shipped,0.12
387,383,2022-12-26,107,3,Returned,0.26
388,500,2022-09-15,12,2,Shipped,0.03
389,891,2021-08-29,25,2,Shipped,0.02
390,758,2022-04-11,70,4,Returned,0.05
391,314,2019-11-25,260,3,Returned,0.19
392,117,2022-12-30,462,3,Cancelled,0.26
393,676,2021-06-13,451,4,Cancelled,0.17
394,540,2022-04-22,389,4,Cancelled,0.02
395,865,2018-09-16,177,3,Shipped,0.18
396,876,2021-03-12,223,4,Cancelled,0.02
397,579,2022-09-13,46,1,Shipped,0.09
398,326,2018-03-13,62,4,Returned,0.2
399,350,2022-03-26,490,4,Returned,0.2
400,83,2018-09-16,477,3,Returned,0.22
401,639,2021-07-20,481,1,Shipped,0.18
402,729,2020-07-24,243,4,Returned,0.13
403,744,2022-09-29,481,3,Shipped,0.12
404,227,2020-08-27,109,1,Cancelled,0.18
405,322,2022-05-10,242,1,Cancelled,0.26
406,315,2020-03-26,329,3,Cancelled,0.26
407,96,2020-09-17,289,1,Shipped,0.03
408,601,2018-12-16,328,3,Returned,0.18
409,535,2020-08-06,281,4,Returned,0.07
410,108,2020-03-26,477,3,Returned,0.26
411,240,2022-02-16,119,1,Shipped,0.08
412,460,2018-11-15,353,3,Shipped,0.1
413,670,2021-08-13,196,1,Cancelled,0.2
414,751,2022-11-06,417,4,Cancelled,0.15
415,402,2018-08-20,148,4,Shipped,0.15
416,759,2021-08-08,287,3,Cancelled,0.05
417,957,2022-04-23,447,4,Shipped,0.1
418,361,2021-04-24,79,4,Shipped,0.12
419,19,2018-03-24,417,3,Returned,0.02
420,22,2022-08-04,294,2,Cancelled,0.27
421,623,2020-08-05,179,2,Returned,0.2
422,361,2018-08-15,78,3,Returned,0.25
423,105,2022-09-25,18,4,Cancelled,0.02
424,159,2021-04-03,387,2,Returned,0.24
425,788,2021-03-09,396,4,Shipped,0.17
426,985,2022-01-31,412,3,Cancelled,0.08
427,345,2020-02-12,16,4,Cancelled,0.12
428,246,2018-09-03,85,1,Cancelled,0.02
429,162,2022-11-13,361,2,Cancelled,0.1
430,872,2018-01-15,79,1,Cancelled,0.03
431,506,2021-03-06,57,1,Shipped,0.08
432,707,2021-02-05,151,1,Cancelled,0.01
433,405,2020-07-21,395,1,Shipped,0.04
434,393,2022-10-24,101,1,Returned,0.06
435,513,2022-03-02,251,4,Cancelled,0.17
436,507,2022-07-01,284,2,Shipped,0.15
437,181,2020-09-29,370,3,Returned,0.29
438,414,2021-06-19,470,3,Shipped,0.01
439,855,2019-05-09,246,2,Returned,0.23
440,970,2020-12-29,148,1,Returned,0.09
441,438,2022-02-05,56,2,Cancelled,0.11
442,215,2021-06-22,159,4,Shipped,0.1
443,876,2021-10-20,446,3,Returned,0.14
444,372,2022-09-16,213,3,Shipped,0.25
445,444,2020-11-04,476,3,Shipped,0.05
446,736,2021-01-21,56,4,Returned,0.09
447,659,2022-05-31,3,1,Shipped,0.09
448,182,2019-10-21,293,1,Cancelled,0.06
449,775,2020-03-31,322,2,Cancelled,0.24
450,850,2020-07-31,243,1,Returned,0.2
451,745,2019-10-08,281,2,Shipped,0.15
452,544,2020-06-13,26,4,Shipped,0.26
453,565,2018-05-24,421,4,Returned,0.22
454,445,2022-09-10,323,3,Returned,0.29
455,231,2018-05-19,132,4,Returned,0.18
456,952,2020-03-19,352,2,Shipped,0.19
457,356,2021-08-01,272,4,Returned,0.28
458,472,2020-09-18,349,3,Returned,0.24
459,789,2019-01-21,49,1,Cancelled,0.21
460,280,2019-04-08,131,4,Shipped,0.27
461,177,2020-12-24,473,4,Cancelled,0.11
462,761,2021-08-22,329,3,Returned,0.05
463,974,2018-07-22,80,4,Returned,0.09
464,900,2018-07-17,84,3,Shipped,0.29
465,619,2018-01-04,60,4,Cancelled,0.08
466,780,2019-02-10,287,2,Returned,0.1
467,230,2021-06-21,273,2,Cancelled,0.22
468,375,2018-05-31,111,2,Cancelled,0.24
469,852,2018-05-06,222,4,Cancelled,0.06
470,166,2019-05-25,165,3,Cancelled,0.01
471,274,2020-08-07,294,2,Cancelled,0.03
472,325,2022-10-25,98,4,Cancelled,0.28
473,54,2018-11-06,86,1,Shipped,0.02
474,130,2020-03-23,250,2,Returned,0.15
475,539,2019-04-02,149,1,Shipped,0.24
476,93,2018-09-02,426,2,Shipped,0.02
477,14,2020-10-06,494,3,Shipped,0.16
478,53,2020-06-11,397,3,Returned,0.29
479,774,2018-03-13,246,3,Shipped,0.14
480,734,2020-06-22,305,2,Shipped,0.27
481,769,2020-07-04,3,1,Cancelled,0.08
482,450,2020-05-09,368,2,Shipped,0.21
483,838,2021-03-03,5,1,Shipped,0.19
484,332,2018-07-09,393,1,Shipped,0.05
485,841,2018-08-08,195,2,Returned,0.02
486,863,2022-12-30,37,1,Returned,0.15
487,760,2019-11-01,55,3,Shipped,0.05
488,996,2019-11-25,408,4,Cancelled,0
489,166,2019-03-17,475,2,Cancelled,0.27
490,416,2021-09-06,232,1,Returned,0.25
491,453,2020-01-10,358,4,Returned,0.09
492,535,2019-02-28,56,2,Cancelled,0.04
493,757,2020-05-07,387,3,Shipped,0.12
494,710,2020-01-08,120,4,Returned,0.3
495,388,2018-11-19,359,1,Shipped,0.29
496,686,2019-04-27,108,4,Cancelled,0.03
497,172,2022-04-27,83,1,Returned,0.25
498,902,2021-11-15,274,1,Cancelled,0.07
499,996,2020-11-10,444,2,Returned,0.04
500,618,2019-09-18,406,1,Returned,0.08
501,523,2020-09-25,49,4,Returned,0.3
502,213,2019-07-13,324,1,Cancelled,0.06
503,453,2019-12-30,262,4,Shipped,0.25
504,94,2022-03-18,463,1,Returned,0.09
505,430,2019-05-28,136,1,Returned,0.05
506,275,2019-11-22,2,3,Shipped,0.19
507,438,2021-04-20,212,3,Shipped,0.06
508,959,2018-08-08,253,4,Returned,0.07
509,839,2020-04-11,291,2,Shipped,0.16
510,356,2021-06-06,281,4,Returned,0.29
511,14,2021-03-31,366,1,Returned,0.29
512,386,2021-04-24,134,4,Cancelled,0.25
513,830,2019-08-10,70,4,Returned,0.12
514,228,2022-05-30,293,2,Cancelled,0.1
515,818,2020-12-16,300,2,Cancelled,0.04
516,195,2020-06-05,310,1,Cancelled,0.13
517,875,2021-12-24,488,2,Cancelled,0.17
518,547,2020-01-17,393,3,Shipped,0.15
519,190,2022-04-18,484,4,Returned,0.23
520,94,2022-07-29,144,3,Shipped,0.21
521,610,2020-03-26,107,3,Shipped,0.17
522,839,2021-03-14,162,1,Returned,0.13
523,18,2018-07-09,302,4,Returned,0.05
524,274,2021-01-13,122,4,Cancelled,0.14
525,209,2018-05-20,54,4,Shipped,0.18
526,674,2019-08-29,179,3,Returned,0.25
527,175,2018-09-04,160,2,Returned,0
528,712,2018-08-10,257,1,Cancelled,0.21
529,359,2019-04-01,367,3,Cancelled,0.13
530,534,2020-07-08,5,1,Returned,0.18
531,310,2020-10-20,205,1,Cancelled,0.05
532,352,2018-08-24,215,2,Returned,0.09
533,237,2018-08-14,472,2,Shipped,0.11
534,254,2020-06-27,33,3,Cancelled,0.28
535,433,2021-09-21,222,4,Shipped,0.23
536,438,2020-06-30,481,3,Cancelled,0.15
537,537,2021-07-11,42,3,Shipped,0.26
538,275,2022-02-24,202,4,Returned,0.12
539,461,2021-10-31,16,2,Cancelled,0.06
540,181,2019-10-10,42,2,Cancelled,0
541,927,2019-04-06,91,1,Returned,0.28
542,599,2020-08-16,342,4,Cancelled,0.29
543,256,2022-01-08,402,4,Cancelled,0.18
544,424,2019-05-06,120,3,Shipped,0.08
545,157,2022-08-05,20,1,Shipped,0.22
546,94,2020-10-14,494,3,Cancelled,0.24
547,340,2018-12-09,451,2,Cancelled,0.3
548,328,2018-04-25,129,4,Returned,0.16
549,562,2021-01-24,437,3,Returned,0.05
550,494,2022-11-16,337,3,Cancelled,0.21
551,803,2022-09-27,499,1,Shipped,0.25
552,173,2019-01-11,301,1,Shipped,0.15
553,848,2021-11-09,20,2,Shipped,0.22
554,666,2021-07-07,193,2,Shipped,0.05
555,561,2021-11-24,42,3,Returned,0.19
556,177,2019-09-28,481,3,Cancelled,0.17
557,311,2022-02-10,398,1,Shipped,0.15
558,502,2022-10-23,360,3,Cancelled,0.15
559,591,2018-03-28,388,2,Shipped,0.25
560,169,2021-05-04,453,2,Cancelled,0
561,560,2019-01-24,274,2,Cancelled,0.13
562,283,2018-08-09,391,3,Shipped,0.05
563,652,2021-02-09,426,4,Cancelled,0.29
564,956,2019-08-27,332,3,Shipped,0.02
565,596,2022-06-26,130,3,Cancelled,0.29
566,978,2018-02-16,39,1,Shipped,0.04
567,2,2022-05-27,115,4,Returned,0.02
568,213,2020-05-22,452,1,Returned,0
569,221,2019-08-16,8,1,Shipped,0.15
570,696,2018-05-23,496,4,Returned,0.29
571,797,2019-09-05,296,3,Returned,0.01
572,676,2020-11-02,66,4,Shipped,0.08
573,168,2020-09-10,310,4,Cancelled,0.24
574,904,2021-08-26,190,2,Returned,0.19
575,489,2018-03-13,376,2,Returned,0.15
576,872,2019-05-04,392,1,Cancelled,0.25
577,15,2022-04-03,494,3,Shipped,0.05
578,764,2020-01-06,392,3,Shipped,0.06
579,84,2021-05-31,384,2,Shipped,0.27
580,377,2018-07-18,10,2,Returned,0.12
581,641,2020-02-27,357,2,Returned,0.13
582,549,2022-12-12,272,4,Cancelled,0.09
583,907,2018-01-16,246,3,Cancelled,0.09
